name,Plugins
creativetimofficial/notus-nextjs,"['@fortawesome/fontawesome-free', '@popperjs/core', '@tailwindcss/forms', 'chart.js', 'gulp', 'gulp-append-prepend', 'next', 'react', 'react-dom', 'react-scripts', 'tailwindcss', 'autoprefixer', 'postcss']"
djenriquez/vault-ui,"['axios', 'body-parser', 'compression', 'express', 'nodemon', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-loader', 'babel-preset-es2015', 'babel-preset-react', 'babel-preset-stage-0', 'babel-preset-stage-2', 'copy-to-clipboard', 'cross-env', 'css-loader', 'electron', 'electron-builder', 'eslint', 'eslint-plugin-react', 'extract-text-webpack-plugin', 'extract-zip', 'file-loader', 'flexboxgrid', 'gopher-hcl', 'immutability-helper', 'jsondiffpatch', 'jsondiffpatch-for-react', 'jsoneditor', 'lodash', 'material-ui', 'mui-icons', 'postcss-loader', 'prop-types', 'react', 'react-dom', 'react-router', 'react-tap-event-plugin', 'react-ultimate-pagination-material-ui', 'style-loader', 'url-loader', 'webpack']"
rcaferati/react-awesome-button,"['@rcaferati/wac', '@babel/core', '@babel/node', '@babel/plugin-proposal-class-properties', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@storybook/addon-actions', '@storybook/addon-essentials', '@storybook/addon-interactions', '@storybook/addon-knobs', '@storybook/addon-links', '@storybook/addon-storysource', '@storybook/builder-webpack5', '@storybook/manager-webpack5', '@storybook/preset-scss', '@storybook/react', '@storybook/testing-library', '@testing-library/jest-dom', '@testing-library/react', '@types/enzyme', '@types/enzyme-adapter-react-16', '@types/jest', '@types/react', '@types/react-test-renderer', 'autoprefixer', 'babel-loader', 'css-loader', 'enzyme', 'enzyme-adapter-react-16', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'jest', 'mini-css-extract-plugin', 'node-sass', 'optimize-css-assets-webpack-plugin', 'postcss-loader', 'prismjs', 'prop-types', 'react', 'react-dom', 'react-router', 'react-router-dom', 'react-test-renderer', 'sass-loader', 'shelljs', 'storybook-addon-sass-postcss', 'style-loader', 'terser-webpack-plugin', 'ts-jest', 'ts-loader', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
chatscope/chat-ui-kit-react,"['@chatscope/chat-ui-kit-styles', '@fortawesome/fontawesome-free', '@fortawesome/fontawesome-svg-core', '@fortawesome/free-solid-svg-icons', '@fortawesome/react-fontawesome', 'classnames', 'prop-types', '@babel/cli', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/preset-env', '@babel/preset-react', '@commitlint/cli', '@commitlint/config-conventional', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@semantic-release/changelog', '@semantic-release/git', '@semantic-release/github', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-eslint', 'babel-plugin-transform-react-remove-prop-types', 'chokidar-cli', 'eslint', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'husky', 'lint-staged', 'prettier', 'react', 'react-dom', 'rollup', 'rollup-plugin-peer-deps-external', 'rollup-plugin-terser', 'semantic-release', 'typescript']"
sailboatui/sailboatui,"['@tailwindcss/forms', 'npm-run-all', 'prettier-plugin-tailwindcss', 'tailwindcss', '@tailwindcss/line-clamp', '@tailwindcss/typography', 'prettier', 'prettier-plugin-go-template']"
rcaferati/react-native-really-awesome-button,"['@arkweid/lefthook', '@babel/eslint-parser', '@commitlint/config-conventional', '@react-native-community/eslint-config', '@release-it/conventional-changelog', '@types/jest', '@types/lodash.debounce', '@types/react', '@types/react-native', 'commitlint', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'jest', 'lodash.debounce', 'pod-install', 'prettier', 'react', 'react-native', 'react-native-builder-bob', 'react-native-owl', 'react-test-renderer', 'release-it', 'typescript']"
adrianhajdin/social_media_app,"['@hookform/resolvers', '@radix-ui/react-label', '@radix-ui/react-slot', '@radix-ui/react-tabs', '@radix-ui/react-toast', '@tanstack/react-query', '@tanstack/react-query-devtools', 'appwrite', 'attr-accept', 'class-variance-authority', 'clsx', 'eslint-config-prettier', 'eslint-config-standard', 'eslint-plugin-tailwindcss', 'lucide-react', 'prettier', 'react', 'react-dom', 'react-dropzone', 'react-hook-form', 'react-intersection-observer', 'react-router-dom', 'solidjs-dropzone', 'tailwind-merge', 'tailwindcss-animate', 'zod', '@types/node', '@types/react', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-react', 'autoprefixer', 'eslint', 'eslint-plugin-react-hooks', 'eslint-plugin-react-refresh', 'postcss', 'tailwindcss', 'typescript', 'vite']"
Detaysoft/react-chat-elements,"['classnames', 'progressbar.js', 'react-icons', 'react-spinkit', 'timeago.js', '@babel/core', '@babel/preset-react', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@types/identicon.js', '@types/jest', '@types/node', '@types/progressbar.js', '@types/react', '@types/react-dom', '@types/react-icons', 'babel-jest', 'babel-loader', 'copyfiles', 'css-loader', 'enzyme', 'enzyme-to-json', 'identicon.js', 'jest', 'lorem-ipsum', 'mini-css-extract-plugin', 'react', 'react-dom', 'react-scripts', 'react-test-renderer', 'rimraf', 'rollup', 'rollup-plugin-babel', 'rollup-plugin-peer-deps-external', 'rollup-plugin-postcss', 'rollup-plugin-terser', 'ts-loader', 'typescript', 'webpack', 'webpack-cli', 'webpack-dev-server']"
TailAdmin/tailadmin-free-tailwind-dashboard-template,"['@alpinejs/persist', 'alpinejs', 'apexcharts', 'flatpickr', 'jsvectormap', '@babel/core', '@babel/preset-env', 'autoprefixer', 'babel-loader', 'babel-plugin-prismjs', 'css-loader', 'file-loader', 'glob', 'html-loader', 'html-webpack-plugin', 'mini-css-extract-plugin', 'postcss', 'postcss-loader', 'postcss-preset-env', 'prettier', 'prettier-plugin-tailwindcss', 'style-loader', 'tailwindcss', 'webpack', 'webpack-cli', 'webpack-dev-server']"
Equal-UI/Equal,"['@floating-ui/dom', '@vueuse/core', '@vueuse/integrations', 'body-scroll-lock', 'colord', 'tailwind-merge', 'vue', '@babel/core', '@babel/plugin-transform-runtime', '@babel/plugin-transform-typescript', '@babel/preset-env', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@types/body-scroll-lock', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue', '@vue/babel-preset-app', '@vue/babel-preset-jsx', '@vue/compiler-sfc', '@vue/eslint-config-prettier', '@vue/eslint-config-typescript', 'autoprefixer', 'babel-plugin-pure-calls-annotation', 'babel-plugin-typescript-iife-enum', 'clean-css', 'core-js', 'eslint', 'eslint-plugin-prettier', 'eslint-plugin-vue', 'husky', 'less', 'lint-staged', 'postcss', 'prettier', 'prettier-plugin-tailwindcss', 'stylelint', 'stylelint-config-recommended', 'stylelint-config-standard', 'tailwindcss', 'ts-node', 'typescript', 'vite', 'vite-plugin-dts', 'vitest', 'vue-eslint-parser']"
Tencent/tdesign-miniprogram,"['dayjs', 'tinycolor2', '@babel/core', '@babel/plugin-proposal-decorators', '@babel/plugin-transform-class-properties', '@babel/preset-env', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@rollup/plugin-node-resolve', '@types/jest', '@types/node', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue', '@vitejs/plugin-vue-jsx', '@vue/compiler-sfc', 'axios', 'babel-jest', 'commitizen', 'cross-env', 'cz-conventional-changelog', 'del', 'eslint', 'eslint-config-airbnb-base', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-prettier', 'glob', 'gray-matter', 'gulp', 'gulp-changed', 'gulp-if', 'gulp-less', 'gulp-mp-npm', 'gulp-plumber', 'gulp-rename', 'gulp-replace', 'gulp-replace-task', 'gulp-sourcemaps', 'gulp-typescript', 'husky', 'jest', 'jest-html-reporter', 'jsdom', 'less', 'lint-staged', 'lodash', 'miniprogram-api-typings', 'miniprogram-automator', 'miniprogram-simulate', 'npm-run-all', 'playwright', 'prettier', 'prismjs', 'standard-changelog', 'stylelint', 'tdesign-icons-view', 'tdesign-publish-cli', 'tdesign-site-components', 'typescript', 'vite', 'vite-plugin-tdoc', 'vue', 'vue-router']"
XboxYan/xy-ui,"['vitepress', '@giscus/vue', 'vitepress-plugin-pagefind']"
playbook-ui/playbook-ios,['percy']
jsartisan/react-native-magnus,"['color', 'deepmerge', 'validate-color', '@babel/core', '@commitlint/config-conventional', '@react-native-community/eslint-config', '@release-it/conventional-changelog', '@testing-library/react-native', '@types/color', '@types/jest', '@types/react', '@types/react-native', '@types/react-native-vector-icons', '@types/react-test-renderer', 'commitlint', 'editorconfig', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'husky', 'jest', 'metro-react-native-babel-preset', 'prettier', 'pretty-quick', 'react', 'react-dom', 'react-native', 'react-native-animatable', 'react-native-builder-bob', 'react-native-modal', 'react-native-vector-icons', 'react-test-renderer', 'release-it', 'typescript']"
anubra266/choc-ui,"['@anubra266/stickyreact', '@babel/standalone', '@babel/traverse', '@chakra-ui/icons', '@chakra-ui/react', '@chakra-ui/utils', '@choc-ui/chakra-autocomplete', '@choc-ui/logo', '@choc-ui/paginator', '@ctrl/tinycolor', '@emotion/cache', '@emotion/react', '@emotion/server', '@emotion/styled', '@emotion/weak-memoize', '@loadable/component', '@splitbee/web', '@visx/hierarchy', '@visx/responsive', '@zag-js/core', '@zag-js/dom-utils', '@zag-js/react', '@zag-js/types', 'codesandbox', 'framer-motion', 'fuse.js', 'next', 'next-pwa', 'nextjs-progressbar', 'patch-package', 'pill-pity', 'raw-loader', 're-resizable', 'react', 'react-carbon', 'react-dom', 'react-dom-confetti', 'react-html-parser', 'react-icons', 'react-live', 'react-remove-scroll', 'react-scroll', 'transform-imports', '@types/node', '@types/react', '@types/react-dom', '@types/react-scroll', 'all-contributors-cli', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-plugin-prettier', 'eslint-plugin-unused-imports', 'husky', 'prettier', 'pretty-quick', 'typescript']"
mehdibha/dotUI,"['@changesets/changelog-github', '@changesets/cli', '@commitlint/cli', '@commitlint/config-conventional', '@manypkg/cli', '@trivago/prettier-plugin-sort-imports', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-config-turbo', 'lefthook', 'prettier', 'prettier-plugin-tailwindcss', 'turbo']"
cferdinandi/reef,"['rollup', 'rollup-plugin-terser']"
oruga-ui/oruga,"['concurrently', 'conventional-changelog', 'conventional-changelog-cli', 'replace-in-file']"
karthikmudunuri/eldoraui,"['@adobe/leonardo-contrast-colors', '@headlessui/react', '@headlessui/tailwindcss', '@heroicons/react', '@hookform/resolvers', '@internationalized/date', '@motionone/utils', '@radix-ui/react-aspect-ratio', '@radix-ui/react-collapsible', '@radix-ui/react-icons', '@radix-ui/react-label', '@radix-ui/react-scroll-area', '@radix-ui/react-switch', '@radix-ui/react-tooltip', '@radix-ui/react-use-controllable-state', '@react-aria/toolbar', '@react-aria/utils', '@react-stately/toggle', '@react-stately/utils', '@react-three/drei', '@react-three/fiber', '@react-three/rapier', '@react-types/shared', '@remixicon/react', '@vercel/analytics', 'animejs', 'class-variance-authority', 'clsx', 'cmdk', 'cobe', 'date-fns', 'framer-motion', 'geist', 'leva', 'lucide-react', 'mdast-util-toc', 'meshline', 'mini-svg-data-uri', 'next', 'next-mdx-remote', 'next-themes', 'react', 'react-aria', 'react-aria-components', 'react-copy-to-clipboard', 'react-day-picker', 'react-dom', 'react-feather', 'react-hook-form', 'react-lottie', 'react-resizable-panels', 'react-spring', 'react-stately', 'react-tweet', 'react-wrap-balancer', 'remark', 'remark-gfm', 'sharp', 'shiki', 'simplex-noise', 'sonner', 'tailwind-merge', 'tailwind-variants', 'tailwindcss-animate', 'tailwindcss-react-aria-components', 'three', 'tsx', 'typed.js', 'unist-util-visit', 'vfile', 'vfile-matter', 'zod', 'zustand', '@commitlint/cli', '@commitlint/config-conventional', '@trivago/prettier-plugin-sort-imports', '@types/animejs', '@types/eslint', '@types/node', '@types/react', '@types/react-copy-to-clipboard', '@types/react-dom', '@types/react-lottie', '@types/react-window', '@types/react-window-infinite-loader', '@types/svg-parser', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'autoprefixer', 'eslint', 'eslint-config-next', 'husky', 'lucide-static', 'postcss', 'prettier', 'prettier-plugin-tailwindcss', 'prisma', 'rimraf', 'simple-icons', 'tailwindcss', 'typescript']"
danmindru/page-ui,"['chalk', 'commander', 'enquirer', 'ora']"
atef-najar/react-native-shop-ui,"['native-base', 'react', 'react-native', 'react-native-drawer', 'react-native-image-gallery', 'react-native-maps', 'react-native-router-flux', 'react-native-snap-carousel', 'babel-jest', 'babel-preset-react-native', 'jest', 'react-test-renderer']"
Microwawe/mamba-ui,"['@angular/animations', '@angular/common', '@angular/compiler', '@angular/core', '@angular/forms', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/platform-server', '@angular/router', '@angular/service-worker', '@angular/ssr', 'rxjs', 'tslib', 'zone.js', '@angular-devkit/build-angular', '@angular-devkit/schematics', '@angular/cli', '@angular/compiler-cli', '@fullhuman/postcss-purgecss', '@tailwindcss/aspect-ratio', '@tailwindcss/forms', '@tailwindcss/typography', '@types/jasmine', '@types/jasminewd2', '@types/node', '@types/prismjs', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'autoprefixer', 'cypress', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'gts', 'jasmine-core', 'jasmine-spec-reporter', 'karma', 'karma-chrome-launcher', 'karma-coverage-istanbul-reporter', 'karma-jasmine', 'karma-jasmine-html-reporter', 'postcss', 'prettier', 'prismjs', 'standard-version', 'tailwind-safelist-generator', 'tailwindcss', 'ts-node', 'typescript', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-server']"
segmentio/ui-box,"['@emotion/hash', 'inline-style-prefixer', 'prop-types', '@babel/core', '@size-limit/preset-big-lib', '@storybook/react', '@storybook/storybook-deployer', '@types/enzyme', '@types/inline-style-prefixer', '@types/prop-types', '@types/react', '@types/react-dom', '@types/react-test-renderer', '@types/sinon', '@types/storybook__react', '@typescript-eslint/eslint-plugin', 'ava', 'awesome-typescript-loader', 'babel-loader', 'csstype', 'enzyme', 'enzyme-adapter-react-16', 'eslint', 'eslint-config-xo-react', 'eslint-config-xo-typescript', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'husky', 'lint-staged', 'nyc', 'react', 'react-benchmark', 'react-docgen-typescript-loader', 'react-dom', 'react-test-renderer', 'sinon', 'size-limit', 'ts-node', 'typescript', 'webpack', 'xo']"
Aashu-Dubey/React-Native-UI-Templates,"['@aashu-dubey/react-native-rating-bar', '@miblanchard/react-native-slider', '@ptomasroos/react-native-multi-slider', '@react-native-community/blur', '@react-navigation/drawer', '@react-navigation/native', '@react-navigation/stack', 'react', 'react-native', 'react-native-gesture-handler', 'react-native-reanimated', 'react-native-safe-area-context', 'react-native-screens', 'react-native-vector-icons', '@babel/core', '@babel/preset-env', '@babel/runtime', '@react-native/babel-preset', '@react-native/eslint-config', '@react-native/metro-config', '@react-native/typescript-config', '@types/react', '@types/react-native-vector-icons', '@types/react-test-renderer', 'babel-jest', 'eslint', 'jest', 'prettier', 'react-test-renderer', 'typescript']"
TailGrids/tailwind-ui-components,"['autoprefixer', 'postcss', 'prettier', 'prettier-plugin-tailwindcss', 'tailgrids', 'tailwindcss']"
dmvaldman/samsara,"['docco', 'eslint', 'phantomjs', 'uglify-js', 'webpack', 'yuidoc-bootstrap-theme', 'yuidocjs']"
luwes/sinuous,"['@rollup/plugin-alias', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', 'ansi-colors', 'cross-env', 'eslint', 'eslint-plugin-import', 'esm', 'faucet', 'ispy', 'karma', 'karma-coverage', 'karma-firefox-launcher', 'karma-rollup-preprocessor', 'karma-tap', 'karma-tap-pretty-reporter', 'minimist', 'rollup', 'rollup-plugin-istanbul', 'tape', 'tape-browser', 'typescript']"
peggyrayzis/react-native-create-bridge,"['babel-runtime', 'compare-versions', 'inquirer', 'is-valid-path', 'log-symbols', 'mkdirp-promise', 'mz', 'babel-cli', 'babel-core', 'babel-jest', 'babel-plugin-transform-runtime', 'babel-polyfill', 'babel-preset-env', 'husky', 'jest', 'lint-staged', 'prettier']"
njleonzhang/vue-data-tables,"['element-ui', 'lodash', 'vue', '@vue/test-utils', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-helper-vue-jsx-merge-props', 'babel-jest', 'babel-loader', 'babel-plugin-dynamic-import-node', 'babel-plugin-istanbul', 'babel-plugin-jsx-v-model', 'babel-plugin-lodash', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-plugin-vue-jsx-sync', 'babel-preset-env', 'babel-preset-stage-2', 'chai', 'chalk', 'copy-webpack-plugin', 'coveralls', 'cross-env', 'css-loader', 'eslint', 'eslint-config-standard', 'eslint-friendly-formatter', 'eslint-loader', 'eslint-plugin-import', 'eslint-plugin-node', 'eslint-plugin-promise', 'eslint-plugin-standard', 'eslint-plugin-vue', 'file-loader', 'friendly-errors-webpack-plugin', 'html-webpack-plugin', 'inject-loader', 'karma', 'karma-chai-dom', 'karma-chrome-launcher', 'karma-coverage', 'karma-mocha', 'karma-sinon-chai', 'karma-sourcemap-loader', 'karma-spec-reporter', 'karma-webpack', 'lodash-webpack-plugin', 'mini-css-extract-plugin', 'mocha', 'node-notifier', 'node-sass', 'optimize-css-assets-webpack-plugin', 'ora', 'portfinder', 'postcss-import', 'postcss-loader', 'postcss-url', 'puppeteer', 'rimraf', 'sass-loader', 'semver', 'shelljs', 'sinon', 'sinon-chai', 'uglifyjs-webpack-plugin', 'unminified-webpack-plugin', 'url-loader', 'vue-loader', 'vue-style-loader', 'vue-template-compiler', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server', 'webpack-merge']"
N3-components/N3-components,"['dayjs', 'velocity-animate', 'vue-focus', 'vue', 'autoprefixer', 'babel-core', 'babel-loader', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-polyfill', 'babel-preset-es2015', 'babel-preset-stage-0', 'browser-sync', 'css-loader', 'eslint-config-standard', 'eslint-friendly-formatter', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-promise', 'eslint-plugin-standard', 'extract-text-webpack-plugin', 'file-loader', 'ghooks', 'less', 'less-loader', 'postcss-loader', 'prismjs', 'style-loader', 'url-loader', 'validate-commit-msg', 'vue-hot-reload-api', 'vue-html-loader', 'vue-loader', 'vue-markdown-loader', 'vue-style-loader', 'vue-template-compiler', 'webpack', 'webpack-dev-server']"
rvpanoz/luna,"['@material-ui/core', '@material-ui/icons', 'animejs', 'chalk', 'classnames', 'core-js', 'date-fns', 'electron-debug', 'electron-log', 'electron-store', 'eslint', 'fix-path', 'lock-verify', 'material-design-icons', 'prop-types', 'ramda', 'react', 'react-dom', 'react-redux', 'redux', 'redux-observable', 'redux-react-hook', 'rxjs', 'semver', 'source-map-support', 'typeface-roboto', 'uuid', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-export-default-from', '@babel/plugin-proposal-nullish-coalescing-operator', '@babel/plugin-proposal-optional-chaining', '@babel/plugin-proposal-pipeline-operator', '@babel/plugin-proposal-throw-expressions', '@babel/plugin-syntax-dynamic-import', '@babel/plugin-transform-react-constant-elements', '@babel/plugin-transform-react-inline-elements', '@babel/preset-env', '@babel/preset-react', '@babel/register', 'babel-eslint', 'babel-loader', 'babel-plugin-dev-expression', 'babel-plugin-transform-react-remove-prop-types', 'concurrently', 'cross-env', 'cross-spawn', 'css-loader', 'detect-port', 'devtron', 'electron', 'electron-builder', 'electron-devtools-installer', 'eslint-config-prettier', 'eslint-formatter-pretty', 'eslint-import-resolver-webpack', 'eslint-plugin-compat', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'file-loader', 'husky', 'identity-obj-proxy', 'lint-staged', 'mini-css-extract-plugin', 'optimize-css-assets-webpack-plugin', 'prettier', 'redux-logger', 'sass-loader', 'style-loader', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'terser-webpack-plugin', 'url-loader', 'webpack', 'webpack-bundle-analyzer', 'webpack-cli', 'webpack-dev-server', 'webpack-merge']"
blefnk/relivator-nextjs-template,"['@atao60/fse-cli', '@auth/core', '@auth/drizzle-adapter', '@clack/prompts', '@clerk/localizations', '@clerk/nextjs', '@clerk/themes', '@clerk/types', '@dicebear/collection', '@dicebear/core', '@eslint-react/eslint-plugin', '@faire/mjml-react', '@faker-js/faker', '@hookform/resolvers', '@inquirer/prompts', '@libsql/client', '@loglib/tracker', '@mdx-js/loader', '@mdx-js/react', '@million/lint', '@mnrendra/read-package', '@neondatabase/serverless', '@next/bundle-analyzer', '@next/eslint-plugin-next', '@next/mdx', '@radix-ui/react-accordion', '@radix-ui/react-alert-dialog', '@radix-ui/react-aspect-ratio', '@radix-ui/react-avatar', '@radix-ui/react-checkbox', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-hover-card', '@radix-ui/react-icons', '@radix-ui/react-label', '@radix-ui/react-menubar', '@radix-ui/react-navigation-menu', '@radix-ui/react-popover', '@radix-ui/react-progress', '@radix-ui/react-scroll-area', '@radix-ui/react-select', '@radix-ui/react-separator', '@radix-ui/react-slider', '@radix-ui/react-slot', '@radix-ui/react-switch', '@radix-ui/react-tabs', '@radix-ui/react-toast', '@radix-ui/react-tooltip', '@radix-ui/themes', '@react-email/components', '@react-email/head', '@react-email/html', '@react-email/img', '@react-email/tailwind', '@reliverse/core', '@reliverse/fs', '@remotion/bundler', '@remotion/cli', '@remotion/eslint-config', '@remotion/renderer', '@simplewebauthn/browser', '@simplewebauthn/server', '@stripe/react-stripe-js', '@stripe/stripe-js', '@t3-oss/env-nextjs', '@tailwindcss/container-queries', '@tailwindcss/line-clamp', '@tailwindcss/postcss', '@tailwindcss/typography', '@tanstack/react-query', '@tanstack/react-table', '@types/mdx', '@uidotdev/usehooks', '@uploadthing/react', '@upstash/ratelimit', '@upstash/redis', '@vercel/analytics', '@vercel/flags', '@vercel/postgres', '@vercel/speed-insights', '@vercel/toolbar', '@xyflow/react', 'ajv', 'ajv-formats', 'axios', 'c12', 'citty', 'class-variance-authority', 'clsx', 'cmdk', 'commander', 'consola', 'cookies-next', 'cropperjs', 'date-fns', 'dayjs', 'destr', 'dotenv', 'dotenv-cli', 'drizzle-orm', 'drizzle-zod', 'embla-carousel-react', 'flowbite-react', 'framer-motion', 'fs-extra', 'glob', 'input-otp', 'jsonc-eslint-parser', 'kysely', 'log4js', 'lucide-react', 'mathjs', 'mdx', 'million', 'minimatch', 'modern-errors', 'modern-errors-cli', 'modern-errors-serialize', 'montag', 'nanoid', 'nanotar', 'next', 'next-auth', 'next-intl', 'next-superjson-plugin', 'next-themes', 'nextjs-google-analytics', 'node-fetch-native', 'nodemailer', 'nuqs', 'nypm', 'ofetch', 'openai', 'pathe', 'pg', 'pick-random-weighted', 'picocolors', 'postgres', 'prettyjson', 'radash', 'react', 'react-cropper', 'react-day-picker', 'react-dom', 'react-dropzone', 'react-hook-form', 'react-medium-image-zoom', 'react-syntax-highlighter', 'react-wrap-balancer', 'recharts', 'redrun', 'remark-frontmatter', 'remark-gfm', 'remark-math', 'remark-mdx', 'remotion', 'resend', 'semver', 'server-only', 'sharp', 'sonner', 'std-env', 'string-ts', 'stripe', 'superjson', 'tailwind-merge', 'tailwind-variants', 'tailwindcss-animate', 'tasuku', 'try-catch', 'try-to-catch', 'ufo', 'uncrypto', 'uploadthing', 'uuid', 'vaul', 'zod', 'zustand', '@biomejs/biome', '@cspell/dict-companies', '@cspell/dict-de-de', '@cspell/dict-es-es', '@cspell/dict-fr-fr', '@cspell/dict-fullstack', '@cspell/dict-it-it', '@cspell/dict-markdown', '@cspell/dict-npm', '@cspell/dict-pl_pl', '@cspell/dict-tr-tr', '@cspell/dict-typescript', '@cspell/dict-uk-ua', '@eslint/js', '@next/eslint-plugin-next', '@playwright/test', '@putout/eslint-flat', '@putout/plugin-apply-montag', '@putout/plugin-apply-nullish-coalescing', '@putout/plugin-apply-shorthand-properties', '@putout/plugin-convert-assert-to-with', '@putout/plugin-convert-is-nan-to-number-is-nan', '@putout/plugin-convert-throw', '@putout/plugin-nextjs', '@putout/plugin-react', '@putout/plugin-react-hook-form', '@putout/plugin-react-hooks', '@stylistic/eslint-plugin', '@tailwindcss/cli', '@tailwindcss/forms', '@tanstack/eslint-plugin-query', '@total-typescript/ts-reset', '@types/eslint', '@types/eslint__js', '@types/fs-extra', '@types/glob', '@types/mdx', '@types/node', '@types/nodemailer', '@types/pg', '@types/prettyjson', '@types/react', '@types/react-dom', '@types/react-syntax-highlighter', '@types/semver', '@types/try-catch', '@types/try-to-catch', '@types/uuid', '@types/yargs', 'autoprefixer', 'codeup', 'cross-env', 'cspell', 'deadfile', 'drizzle-kit', 'envinfo', 'eslint', 'eslint-plugin-barrel-files', 'eslint-plugin-drizzle', 'eslint-plugin-eslint-comments', 'eslint-plugin-import-x', 'eslint-plugin-jsonc', 'eslint-plugin-jsx-a11y', 'eslint-plugin-markdown', 'eslint-plugin-mdx', 'eslint-plugin-n', 'eslint-plugin-no-comments', 'eslint-plugin-no-relative-import-paths', 'eslint-plugin-perfectionist', 'eslint-plugin-promise', 'eslint-plugin-putout', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-react-refresh', 'eslint-plugin-readable-tailwind', 'eslint-plugin-regexp', 'eslint-plugin-sonarjs', 'eslint-plugin-sort', 'eslint-plugin-sort-exports', 'eslint-plugin-tailwindcss', 'eslint-plugin-unicorn', 'eslint-plugin-yml', 'fast-npm-meta', 'globals', 'knip', 'magicast', 'markdownlint-cli', 'next-auth', 'postcss', 'postcss-load-config', 'putout', 'remark-code-import', 'remark-gfm', 'sass', 'tailwindcss', 'ts-node', 'tsx', 'turbo', 'typescript', 'typescript-eslint', 'typestat', 'yargs']"
reflexjs/reflexjs,"['@commitlint/cli', '@commitlint/config-conventional', '@babel/core', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@babel/runtime', '@emotion/jest', '@testing-library/cypress', '@types/node', '@types/react', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'axe-core', 'babel-eslint', 'cypress', 'cypress-axe', 'eslint', 'eslint-config-prettier', 'eslint-plugin-cypress', 'eslint-plugin-mdx', 'eslint-plugin-prettier', 'eslint-plugin-react', 'husky', 'jest', 'lerna', 'microbundle', 'plop', 'prettier', 'pretty-quick', 'react-test-renderer', 'rimraf', 'sharp', 'start-server-and-test', 'typescript']"
vladotesanovic/ngSemantic,"['@angular/common', '@angular/compiler', '@angular/core', '@angular/forms', '@angular/http', '@angular/platform-browser', '@angular/platform-browser-dynamic', '@angular/router', '@angular/upgrade', '@types/jasmine', '@types/jquery', '@types/node', 'angular2-in-memory-web-api', 'codelyzer', 'concurrently', 'core-js', 'lite-server', 'reflect-metadata', 'rxjs', 'systemjs', 'systemjs-builder', 'tslint', 'typescript', 'zone.js']"
