name,Plugins
stackworx/formik-mui,"['@testing-library/jest-dom', 'eslint-plugin-react-hooks', 'react', 'react-dom', '@babel/core', '@emotion/react', '@emotion/styled', '@eslint/compat', '@eslint/js', '@mui/icons-material', '@mui/material', '@mui/x-date-pickers', '@mui/x-date-pickers-pro', '@storybook/addon-actions', '@storybook/addon-essentials', '@storybook/addon-interactions', '@storybook/addon-links', '@storybook/builder-vite', '@storybook/react', '@storybook/react-vite', '@testing-library/react', '@types/eslint__js', '@types/react', '@types/react-dom', '@vitejs/plugin-react', 'babel-loader', 'date-fns', 'eslint', 'eslint-config-prettier', 'eslint-plugin-jest', 'eslint-plugin-prettier', 'eslint-plugin-react', 'formik', 'jsdom', 'lerna', 'prettier', 'typescript', 'typescript-eslint', 'vite', 'vite-plugin-dts', 'vitest', 'yup']"
zwave-js/zwave-js-ui,"['@esm2cjs/escape-string-regexp', '@jamescoyle/vue-icon', '@kvaster/zwavejs-prom', '@mdi/js', '@zwave-js/log-transport-json', '@zwave-js/server', 'ansi_up', 'archiver', 'axios', 'barcode-detector', 'connect-history-api-fallback', 'cookie-parser', 'cors', 'croner', 'cronstrue', 'csurf', 'dotenv', 'express', 'express-rate-limit', 'express-session', 'extract-zip', 'fs-extra', 'js-logger', 'jsonfile', 'jsonwebtoken', 'markdown-it', 'merge', 'morgan', 'mqtt', 'mqtt-jsonl-store', 'multer', 'native-url', 'nprogress', 'pinia', 'prismjs', 'qr-scanner', 'selfsigned', 'session-file-store', 'socket.io', 'socket.io-client', 'uplot', 'v-snackbars', 'vis-data', 'vis-network', 'vue', 'vue-prism-editor', 'vue-router', 'vuedraggable', 'vuetify', 'winston', 'winston-daily-rotate-file', 'zwave-js', 'zxing-wasm', '@actions/github', '@babel/register', '@release-it/conventional-changelog', '@tsconfig/node18', '@types/archiver', '@types/chai', '@types/chai-as-promised', '@types/connect-history-api-fallback', '@types/csurf', '@types/express', '@types/express-rate-limit', '@types/express-session', '@types/extract-zip', '@types/fs-extra', '@types/jsonfile', '@types/jsonwebtoken', '@types/mocha', '@types/morgan', '@types/multer', '@types/node', '@types/proxyquire', '@types/sinon-chai', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-vue2', '@yao-pkg/pkg', 'c8', 'chai', 'chai-as-promised', 'conventional-changelog-cli', 'docsify', 'docsify-cli', 'esbuild', 'esbuild-register', 'eslint', 'eslint-config-prettier', 'eslint-plugin-babel', 'eslint-plugin-import', 'eslint-plugin-node', 'eslint-plugin-prettier', 'eslint-plugin-promise', 'eslint-plugin-vue', 'markdownlint-cli', 'material-design-icons-iconfont', 'mocha', 'nodemon', 'npm-run-all', 'prettier', 'proxyquire', 'release-it', 'rimraf', 'sass', 'semver', 'sinon', 'sinon-chai', 'ts-morph', 'ts-node', 'typescript', 'vite', 'vite-plugin-pwa', 'vue-template-compiler']"
microsoftgraph/microsoft-graph-toolkit,"['@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-decorators', '@babel/plugin-proposal-object-rest-spread', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@custom-elements-manifest/analyzer', '@esm-bundle/chai', '@microsoft/eslint-config-msgraph', '@open-wc/testing', '@open-wc/testing-helpers', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-json', '@rollup/plugin-node-resolve', '@rollup/plugin-terser', '@rollup/plugin-typescript', '@stackblitz/sdk', '@storybook/addon-a11y', '@storybook/addon-actions', '@storybook/addon-docs', '@storybook/addon-knobs', '@storybook/addon-links', '@storybook/addon-mdx-gfm', '@storybook/addon-storysource', '@storybook/cli', '@storybook/web-components', '@storybook/web-components-webpack5', '@types/mocha', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@web/dev-server', '@web/dev-server-esbuild', '@web/dev-server-import-maps', '@web/test-runner', '@web/test-runner-junit-reporter', '@web/test-runner-playwright', '@web/test-runner-puppeteer', '@webcomponents/webcomponentsjs', 'clean-css', 'core-js', 'cpx2', 'eslint', 'eslint-config-prettier', 'eslint-plugin-header', 'eslint-plugin-jsdoc', 'eslint-plugin-prefer-arrow', 'eslint-plugin-react', 'eslint-plugin-storybook', 'fs-extra', 'husky', 'js-beautify', 'lerna', 'lit', 'monaco-editor', 'monaco-editor-webpack-plugin', 'nodemon', 'npm-run-all', 'office-ui-fabric-core', 'playwright', 'prettier', 'react', 'react-dom', 'regenerator-runtime', 'rollup', 'rollup-plugin-postcss', 'sass', 'shx', 'sinon', 'storybook', 'storybook-addon-web-components-knobs', 'storybook-version', 'stylelint', 'stylelint-config-prettier-scss', 'stylelint-config-standard-scss', 'stylelint-copyright', 'testing-library__dom', 'typescript', 'web-component-analyzer', 'webpack', 'whatwg-fetch']"
appbaseio/reactivemaps,"['@appbaseio/designkit', 'emotion', 'emotion-theming', 'gh-pages', 'react', 'react-dom', 'react-emotion', 'react-router-dom', 'react-scripts', 'babel-cli', 'babel-core', 'babel-eslint', 'babel-loader', 'eslint', 'eslint-config-airbnb', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-react', 'prettier']"
fahad19/proppy,"['@types/jest', 'bulma', 'compression-webpack-plugin', 'jest', 'js-yaml', 'jsdom', 'lerna', 'lerna-changelog', 'live-server', 'lodash', 'marked', 'metalsmith', 'node-sass', 'rimraf', 'ts-jest', 'ts-loader', 'tslint', 'typescript', 'webpack', 'webpack-cli']"
nuxt/modules,"['@nuxt/eslint-config', '@types/js-yaml', '@types/node', 'defu', 'eslint', 'globby', 'hasha', 'jiti', 'js-yaml', 'ofetch', 'std-env', 'typescript']"
Semantic-UI-Vue/Semantic-UI-Vue,"['@babel/core', '@babel/plugin-transform-runtime', '@babel/preset-env', '@vue/babel-helper-vue-jsx-merge-props', '@vue/babel-plugin-transform-vue-jsx', '@vue/babel-preset-jsx', '@vue/test-utils', 'babel-core', 'babel-eslint', 'babel-jest', 'babel-loader', 'babel-plugin-require-context-hook', 'brace', 'clipboard', 'codesandbox', 'copy-webpack-plugin', 'css-loader', 'eslint', 'eslint-plugin-vue', 'file-loader', 'glob', 'html-webpack-plugin', 'husky', 'jest', 'lodash', 'marked', 'mini-css-extract-plugin', 'portal-vue', 'prettier', 'pretty-quick', 'raw-loader', 'semantic-release', 'semantic-ui-css', 'url-loader', 'vue', 'vue-jest', 'vue-loader', 'vue-router', 'vue-template-compiler', 'webpack', 'webpack-cli', 'webpack-dev-server']"
themesberg/volt-react-dashboard,"['@fortawesome/fontawesome-svg-core', '@fortawesome/free-brands-svg-icons', '@fortawesome/free-regular-svg-icons', '@fortawesome/free-solid-svg-icons', '@fortawesome/react-fontawesome', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event', '@themesberg/react-bootstrap', 'bootstrap', 'chartist', 'chartist-plugin-tooltips-updated', 'moment-timezone', 'react', 'react-chartist', 'react-copy-to-clipboard', 'react-datetime', 'react-dom', 'react-github-btn', 'react-live', 'react-router-dom', 'react-router-hash-link', 'react-scripts', 'react-transition-group', 'sass', 'simplebar-react']"
uilibrary/matx-react,"['@auth0/auth0-spa-js', '@emotion/react', '@emotion/styled', '@mui/icons-material', '@mui/lab', '@mui/material', '@mui/x-date-pickers', 'autosuggest-highlight', 'axios', 'clsx', 'date-fns', 'echarts', 'echarts-for-react', 'firebase', 'formik', 'jwt-decode', 'lodash', 'nanoid', 'notistack', 'react', 'react-dom', 'react-perfect-scrollbar', 'react-router-dom', 'yup', '@eslint/js', '@types/react', '@types/react-dom', '@vitejs/plugin-react', 'axios-mock-adapter', 'cross-env', 'customize-cra', 'eslint', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-react-refresh', 'gh-pages', 'globals', 'vite', 'vite-plugin-pwa']"
gdotdesign/elm-ui,"['elm', 'elm-github-install', 'elm-spec']"
lio-mengxiang/mx-design,"['@mx-design/cli', '@types/jsdom', '@types/node', '@types/react', '@types/react-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'cross-env', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-config-react', 'eslint-config-react-hooks', 'eslint-plugin-babel', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'husky', 'jsdom', 'less', 'lint-staged', 'postcss', 'postcss-less', 'prettier', 'rimraf', 'stylelint', 'stylelint-config-prettier', 'stylelint-config-standard', 'ts-node', 'typescript', 'vite', 'vitest', '@vitejs/plugin-react', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/user-event']"
trufflesuite/drizzle,"['@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-transform-arrow-functions', '@babel/plugin-transform-runtime', '@babel/runtime', '@commitlint/cli', '@commitlint/config-conventional', 'babel-eslint', 'babel-loader', 'eslint', 'husky', 'lerna', 'lint-staged', 'prs-merged-since', 'webpack-bundle-analyzer']"
myliang/fish-ui,"['async-validator', 'chart.js', 'moment', 'vue', 'autoprefixer', 'babel-core', 'babel-eslint', 'babel-helper-vue-jsx-merge-props', 'babel-loader', 'babel-plugin-syntax-jsx', 'babel-plugin-transform-runtime', 'babel-plugin-transform-vue-jsx', 'babel-preset-env', 'babel-preset-es2015', 'babel-preset-stage-2', 'babel-register', 'chalk', 'connect-history-api-fallback', 'copy-webpack-plugin', 'css-loader', 'cssnano', 'eslint', 'eslint-config-standard', 'eslint-friendly-formatter', 'eslint-loader', 'eslint-plugin-html', 'eslint-plugin-promise', 'eslint-plugin-standard', 'eventsource-polyfill', 'express', 'extract-text-webpack-plugin', 'file-loader', 'friendly-errors-webpack-plugin', 'html-webpack-plugin', 'http-proxy-middleware', 'less', 'less-loader', 'opn', 'optimize-css-assets-webpack-plugin', 'ora', 'rimraf', 'semver', 'shelljs', 'url-loader', 'vue-highlightjs', 'vue-loader', 'vue-router', 'vue-style-loader', 'vue-template-compiler', 'webpack', 'webpack-bundle-analyzer', 'webpack-dev-middleware', 'webpack-hot-middleware', 'webpack-merge']"
hsuanyi-chou/shadcn-ui-expansions,"['@hookform/resolvers', '@radix-ui/react-dialog', '@radix-ui/react-dropdown-menu', '@radix-ui/react-label', '@radix-ui/react-popover', '@radix-ui/react-progress', '@radix-ui/react-select', '@radix-ui/react-slider', '@radix-ui/react-slot', '@radix-ui/react-tabs', '@radix-ui/react-toast', 'class-variance-authority', 'clsx', 'cmdk', 'date-fns', 'lucide-react', 'next', 'next-themes', 'react', 'react-day-picker', 'react-dom', 'react-highlight', 'react-hook-form', 'tailwind-merge', 'tailwindcss-animate', 'zod', '@netlify/plugin-nextjs', '@types/node', '@types/react', '@types/react-dom', '@types/react-highlight', '@typescript-eslint/eslint-plugin', 'autoprefixer', 'eslint', 'eslint-config-next', 'eslint-config-prettier', 'eslint-plugin-react-hooks', 'next-sitemap', 'postcss', 'prettier', 'prettier-plugin-tailwindcss', 'tailwindcss', 'typescript']"
surveyjs/survey-creator,"['@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'concurrently', 'devextreme-screenshot-comparer', 'eslint', 'eslint-cli', 'eslint-plugin-surveyjs', 'eslint-plugin-react', 'husky', 'testcafe', 'get-func-name', '@types/lodash']"
dracula/dracula-ui,"['classnames', 'lodash', 'lodash-es', '@babel/core', '@types/classnames', '@types/enzyme', '@types/fs-extra', '@types/jest', '@types/lodash', '@types/prettier', '@types/react', '@types/react-dom', '@types/react-test-renderer', '@wojtekmaj/enzyme-adapter-react-17', 'autoprefixer', 'babel-loader', 'caniuse-lite', 'concurrently', 'cssnano', 'enzyme', 'enzyme-to-json', 'fs-extra', 'gh-pages', 'globby', 'husky', 'jest', 'jest-snapshot-serializer-raw', 'jest-transform-css', 'levenary', 'list-selectors', 'np', 'parse-data-url', 'postcss', 'postcss-each', 'postcss-import', 'postcss-prefixer', 'prettier', 'puppeteer', 'react', 'react-docgen-typescript-loader', 'react-dom', 'react-is', 'react-test-renderer', 'rimraf', 'rollup', 'rollup-plugin-css-only', 'rollup-plugin-filesize', 'rollup-plugin-postcss', 'ts-jest', 'ts-loader', 'tsconfig-paths-webpack-plugin', 'tsdx', 'tslib', 'typescript']"
aws-amplify/amplify-ui,"['@aws-amplify/backend', '@aws-amplify/eslint-config-amplify-ui', '@aws-amplify/typescript-config', '@changesets/changelog-github', '@changesets/cli', '@rollup/plugin-commonjs', '@rollup/plugin-typescript', '@size-limit/preset-big-lib', '@testing-library/jest-dom', '@testing-library/react', '@testing-library/react-hooks', '@testing-library/user-event', '@types/fs-extra', '@types/jest', '@types/react-test-renderer', '@vitejs/plugin-vue', 'aws-amplify', 'esbuild-register', 'eslint', 'fs-extra', 'husky', 'jest', 'jest-environment-jsdom', 'lint-staged', 'prettier', 'react-test-renderer', 'rimraf', 'rollup', 'rollup-plugin-node-externals', 'rollup-plugin-styles', 'ts-jest', 'ts-morph', 'turbo', 'typescript', 'vite', 'vue-tsc']"
themefisher/sleek-bootstrap,"['bootstrap', 'browser-sync', 'gulp', 'gulp-autoprefixer', 'gulp-clean', 'gulp-csso', 'gulp-file-include', 'gulp-if', 'gulp-imagemin', 'gulp-inject-string', 'gulp-javascript-obfuscator', 'gulp-jshint', 'gulp-notify', 'gulp-plumber', 'gulp-rename', 'gulp-rtlcss', 'gulp-sass', 'gulp-sourcemaps', 'gulp-uglify', 'gulp-util', 'imagemin-webp', 'jshint', 'jshint-stylish', 'minimist']"
DTStack/molecule,"['@dtinsight/dt-utils', '@vscode/codicons', 'immutability-helper', 'lodash', 'monaco-editor', 'rc-dialog', 'rc-textarea', 'rc-tooltip', 'rc-util', 'react-dnd', 'react-dnd-html5-backend', 'react-scrollbars-custom', 'reflect-metadata', 'tsyringe', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-decorators', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@storybook/addon-actions', '@storybook/addon-links', '@storybook/addons', '@storybook/builder-webpack5', '@storybook/manager-webpack5', '@storybook/react', '@testing-library/jest-dom', '@testing-library/react', '@types/jest', '@types/lodash', '@types/react', '@types/react-dom', '@types/react-test-renderer', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', 'babel-loader', 'css-loader', 'eslint', 'eslint-config-google', 'eslint-config-prettier', 'eslint-plugin-react', 'gh-pages', 'gulp', 'gulp-sass', 'gulp-typescript', 'husky', 'jest', 'jest-canvas-mock', 'monaco-editor-webpack-plugin', 'node-sass-alias-importer', 'prettier', 'pretty-quick', 'react', 'react-dom', 'react-test-renderer', 'rimraf', 'sass', 'sass-loader', 'standard-version', 'style-loader', 'stylelint', 'stylelint-config-sass-guidelines', 'through2', 'typescript', 'webpack-cli', 'webpack-dev-server', 'webpack-merge', 'zx']"
jdf2e/nutui-react,"['@babel/runtime', '@nutui/icons-react', '@nutui/icons-react-taro', '@nutui/touch-emulator', '@react-spring/web', '@use-gesture/react', 'async-validator', 'classnames', 'lodash.isequal', 'lodash.kebabcase', 'react-transition-group', '@babel/core', '@babel/plugin-proposal-class-properties', '@babel/plugin-proposal-object-rest-spread', '@babel/plugin-syntax-dynamic-import', '@babel/plugin-transform-runtime', '@babel/preset-env', '@babel/preset-react', '@babel/preset-typescript', '@commitlint/cli', '@commitlint/config-conventional', '@loadable/component', 'prettier-markdown-table', '@mdx-js/mdx', '@mdx-js/react', '@mdx-js/rollup', '@pmmmwh/react-refresh-webpack-plugin', '@rollup/plugin-babel', '@rollup/plugin-commonjs', '@rollup/plugin-node-resolve', '@rollup/plugin-typescript', '@tarojs/components', '@tarojs/plugin-platform-alipay', '@tarojs/plugin-platform-weapp', '@tarojs/react', '@tarojs/taro', '@testing-library/jest-dom', '@testing-library/react', '@types/fs-extra', '@types/loadable__component', '@types/lodash.isequal', '@types/lodash.kebabcase', '@types/node', '@types/postcss-import', '@types/react', '@types/react-dom', '@types/react-syntax-highlighter', '@types/react-test-renderer', '@types/react-transition-group', '@types/testing-library__jest-dom', '@typescript-eslint/eslint-plugin', '@typescript-eslint/parser', '@vitejs/plugin-react', '@vitest/coverage-v8', '@vitest/ui', 'autoprefixer', 'axios', 'babel-plugin-react-scoped-css', 'eslint', 'eslint-config-airbnb', 'eslint-config-prettier', 'eslint-plugin-import', 'eslint-plugin-jsx-a11y', 'eslint-plugin-markdown', 'eslint-plugin-prettier', 'eslint-plugin-react', 'eslint-plugin-react-hooks', 'eslint-plugin-unused-imports', 'fs-extra', 'glob', 'happy-dom', 'highlight.js', 'husky', 'inquirer', 'jscodeshift', 'lint-staged', 'lzutf8', 'map-stream', 'markdown-it', 'marked', 'mobx', 'mobx-react-lite', 'postcss', 'postcss-import', 'postcss-modules', 'postcss-rtlcss', 'postcss-scss', 'prettier', 'react', 'react-color', 'react-dom', 'react-markdown', 'react-refresh', 'react-router-dom', 'react-syntax-highlighter', 'react-test-renderer', 'reactcss', 'remark-directive', 'remark-gfm', 'rollup', 'rollup-plugin-delete', 'rollup-plugin-dts', 'sass', 'shelljs', 'ts-node', 'turndown', 'turndown-plugin-gfm', 'typescript', 'unist-util-visit', 'vinyl-fs', 'vite', 'vite-plugin-dts', 'vitest', 'vitest-canvas-mock']"
microsoft/ace,"['fs-extra', 'xcode']"
themesberg/neumorphism-ui-bootstrap,"['@fortawesome/fontawesome-free', 'bootstrap', 'bootstrap-datepicker', 'headroom.js', 'jarallax', 'jquery', 'jquery-countdown', 'jquery-validation', 'jquery.counterup', 'nouislider', 'onscreen', 'popper.js', 'prismjs', 'smooth-scroll', 'sticky-sidebar', 'waypoints', 'browser-sync', 'del', 'gulp', 'gulp-autoprefixer', 'gulp-clean-css', 'gulp-cssbeautify', 'node-sass', 'gulp-file-include', 'gulp-header', 'gulp-htmlmin', 'gulp-npm-dist', 'gulp-plumber', 'gulp-rename', 'gulp-sass', 'gulp-sourcemaps', 'gulp-uglify', 'gulp-wait', 'merge-stream']"
