repo_name,total_unique_dependencies,total_unique_dev_dependencies,always_present_dependencies,always_present_dev_dependencies
astoilkov_jsblocks_package_json_history,0,28,,"karma-chrome-launcher, karma-firefox-launcher, parse5, grunt-contrib-requirejs, grunt-notify, grunt-karma, karma, karma-ie-launcher, grunt-contrib-watch, jasmine-core, grunt-contrib-uglify, karma-jasmine-jquery, grunt-preprocess, grunt, karma-jasmine, grunt-contrib-jshint"
mantinedev_ui.mantine.dev_package_json_history,20,28,"react, @mantine/dropzone, @mantine/hooks, react-dom, @mantine/core, next, dayjs","@storybook/react, babel-loader, typescript, @types/react, @babel/core"
vum-team_vum_package_json_history,2,52,vue,"css-loader, webpack-merge, babel-core, babel-loader, webpack, eslint-plugin-html, file-loader, eslint, eslint-plugin-promise, eslint-config-standard, vue-loader, html-webpack-plugin, extract-text-webpack-plugin, vue-style-loader, eslint-loader, url-loader, eslint-friendly-formatter, babel-preset-stage-2, ora, eslint-plugin-standard, eventsource-polyfill, babel-plugin-transform-runtime"
searchkit_searchkit_package_json_history,1,11,,
vuejs_core_package_json_history,0,49,,"prettier, typescript, rollup"
atom-material_atom-material-ui_package_json_history,1,6,tinycolor2,"eslint-plugin-react, eslint, eslint-config-airbnb, eslint-plugin-import, eslint-plugin-jsx-a11y, babel-eslint"
ElemeFE_element_package_json_history,6,74,,"json-templater, vue, highlight.js, file-save, postcss, uppercamelcase, vue-router"
HEmile_juggl_package_json_history,14,34,"juggl-api, cytoscape, @mdi/js, cytoscape-dagre, standard-version, cytoscape-avsdf, cytoscape-d3-force, cytoscape-cose-bilkent, cytoscape-navigator, cytoscape-popper, cytoscape-cola, cytoscape-dblclick, search-query-parser, cytoscape-cxtmenu","svelte-check, eslint-plugin-import, @types/jquery, @rollup/plugin-typescript, @rollup/plugin-json, timsort, tslib, svelte, @rollup/plugin-commonjs, uuid, moment, rollup-plugin-svelte, eslint, eslint-plugin-promise, rollup, eslint-config-standard, rollup-plugin-ignore, typescript, hammerjs, @rollup/plugin-node-resolve, component-emitter, @typescript-eslint/eslint-plugin, @typescript-eslint/parser, eslint-config-google, svelte-preprocess, @egjs/hammerjs, @tsconfig/svelte, @types/cytoscape, keycharm, @types/node, eslint-plugin-node, rollup-plugin-copy"
orchidjs_tom-select_package_json_history,2,57,,"grunt, grunt-replace"
luin_medis_package_json_history,12,49,ioredis,"node-sass, css-loader, babel-loader, sass-loader, webpack, jsx-loader"
Traviskn_react-router-native-stack_package_json_history,0,3,,
vue-terminal_vue-termui_package_json_history,0,24,,"@vitejs/plugin-vue, vite, vue, vue-tsc, typescript"
lio-mengxiang_mx-design_package_json_history,0,38,,"cross-env, eslint-plugin-prettier, eslint-config-airbnb, eslint-plugin-import, @mx-design/cli, eslint-plugin-react-hooks, eslint-plugin-babel, jsdom, less, postcss-less, vite, eslint, stylelint-config-prettier, ts-node, eslint-plugin-jsx-a11y, typescript, @vitejs/plugin-react, prettier, vitest, @types/jsdom, @typescript-eslint/eslint-plugin, eslint-plugin-react, @typescript-eslint/parser, eslint-config-react-hooks, eslint-config-prettier, stylelint, @types/react-dom, stylelint-config-standard, @types/node, rimraf, @testing-library/user-event, @testing-library/react, postcss, lint-staged, eslint-config-react, @testing-library/jest-dom, @types/react, husky"
mehdibha_dotUI_package_json_history,14,0,,
fwouts_previewjs_package_json_history,0,19,,"prettier, turbo"
arco-design_arco-design_package_json_history,14,57,"b-validate, @arco-design/color, @babel/runtime, lodash, scroll-into-view-if-needed, number-precision, b-tween, resize-observer-polyfill, dayjs, shallowequal, react-focus-lock, react-transition-group","react, @storybook/addon-links, enzyme-adapter-react-16, eslint-config-airbnb, eslint-plugin-import, eslint-plugin-prettier, eslint-plugin-react-hooks, less, eslint-plugin-babel, moment-timezone, moment, react-test-renderer, chalk, eslint, react-dom, eslint-plugin-jsx-a11y, enzyme-to-json, @storybook/react, svgo, typescript, glob, eslint-plugin-tsdoc, sinon, prettier, @typescript-eslint/eslint-plugin, eslint-plugin-react, @typescript-eslint/parser, @types/jest, @testing-library/react-hooks, @storybook/addon-actions, @storybook/addon-essentials, @types/shallowequal, eslint-config-prettier, fs-extra, enzyme, stylelint, @types/lodash, nunjucks, npm-run-all, @types/react-dom, stylelint-config-standard, @types/enzyme, concurrently, @types/react, husky"
JetBrains_ring-ui_package_json_history,44,108,,
wfp_designsystem_package_json_history,7,122,,
jeanverster_chakra-ui-steps_package_json_history,4,1,,
shamansir_rpd_package_json_history,2,27,,
horizon-ui_horizon-ui-chakra_package_json_history,28,4,"react, web-vitals, react-router-dom, @emotion/react, @chakra-ui/theme-tools, react-dropzone, react-is, react-dom, react-calendar, react-icons, react-custom-scrollbars-2, @chakra-ui/icons, @chakra-ui/react, framer-motion, @emotion/styled, react-apexcharts, @testing-library/user-event, @testing-library/react, @testing-library/jest-dom, react-scripts",gh-pages
nandorojo_react-navigation-heavy-screen_package_json_history,2,16,hoist-non-react-statics,"react, react-native, @react-native-community/eslint-config, typescript, @types/jest, @react-native-community/bob, @types/react-native, commitlint, react-native-reanimated, release-it, eslint-config-nando, @release-it/conventional-changelog, @types/react, @commitlint/config-conventional, husky, jest"
thebylito_react-native-navigation-bar-color_package_json_history,0,0,,
siriwatknp_mui-treasury_package_json_history,16,51,,"@testing-library/jest-dom, @types/jest, @testing-library/react, typescript, @babel/core, jest"
radix-ui_design-system_package_json_history,25,18,,
Tencent_tdesign-react_package_json_history,19,98,"react-popper, raf, classnames, @babel/runtime, @popperjs/core, lodash, tdesign-icons-react, validator, tslib, dayjs, hoist-non-react-statics, react-transition-group","react, rollup-plugin-multi-input, @testing-library/jest-dom, rollup-plugin-static-import, cross-env, prop-types, eslint-plugin-react-hooks, mockdate, less, tdesign-publish-cli, babel-polyfill, cz-conventional-changelog, eslint-plugin-import, rollup-plugin-styles, @rollup/plugin-json, react-router-dom, @rollup/plugin-replace, @rollup/plugin-commonjs, rollup-plugin-typescript2, @commitlint/cli, @types/hoist-non-react-statics, @babel/plugin-transform-runtime, @types/react-transition-group, eslint, chalk, ts-node, react-dom, rollup, rollup-plugin-esbuild, rollup-plugin-terser, typescript, rollup-plugin-analyzer, @rollup/plugin-url, prettier, @rollup/plugin-node-resolve, @typescript-eslint/eslint-plugin, markdown-it-fence, eslint-plugin-react, @typescript-eslint/parser, @types/rimraf, esbuild, autoprefixer, rollup-plugin-ignore-import, eslint-config-prettier, @types/raf, @commitlint/config-conventional, @babel/core, @types/lodash, @types/react-dom, rollup-plugin-postcss, @babel/preset-env, @types/node, rimraf, @testing-library/react, postcss, @rollup/plugin-babel, @babel/preset-react, eslint-config-airbnb-base, lint-staged, ts-morph, standard-changelog, @types/react, husky"
datarhei_restreamer-ui_package_json_history,43,7,"@mui/lab, react, @testing-library/dom, semver, make-plural, @mui/styles, @emotion/react, react-router-dom, handlebars, uuid, @fontsource/roboto, @mui/icons-material, babel-plugin-macros, eslint, @fortawesome/free-brands-svg-icons, react-dom, @fortawesome/react-fontawesome, typescript, @fortawesome/fontawesome-svg-core, @lingui/macro, @lingui/core, url-parse, @auth0/auth0-spa-js, jwt-decode, @emotion/styled, @testing-library/user-event, react-device-detect, @mui/material, @testing-library/react, @fortawesome/free-solid-svg-icons, react-colorful, video.js, @testing-library/jest-dom, @lingui/react, videojs-overlay, react-scripts, @fontsource/dosis","prettier, react-error-overlay, @lingui/cli, babel-core, @babel/core"
microsoft_tabster_package_json_history,2,53,,
homeeondemand_react-native-mapbox-navigation_package_json_history,0,3,,
BootstrapDash_StarAdmin-Free-Bootstrap-Admin-Template_package_json_history,16,22,"bootstrap, jquery","gulp-inject, gulp-rename, gulp, run-sequence, gulp-replace, gulp-sass, browser-sync"
AlexGladkov_Odyssey_package_json_history,0,0,,
hug-sun_element3_package_json_history,0,23,,
obsfx_libgen-downloader_package_json_history,11,18,,"typescript, @types/node"
react-navigation_hooks_package_json_history,0,24,,"prettier, react, react-native, conventional-changelog-cli, react-test-renderer, release-it, husky, jest"
swisspost_design-system_package_json_history,0,2,,@changesets/cli
hybridsjs_hybrids_package_json_history,0,15,,"karma-chrome-launcher, eslint, eslint-plugin-import, karma, karma-coverage, jasmine-core, karma-jasmine"
IjzerenHein_react-navigation-shared-element_package_json_history,1,16,hoist-non-react-statics,"prettier, eslint, commitlint, @types/react, @types/react-native, @commitlint/config-conventional"
torgeadelin_react-native-animated-nav-tab-bar_package_json_history,0,19,,metro-react-native-babel-preset
iqonicdesignofficial_hope-ui-design-system_package_json_history,5,20,"nouislider, smooth-scrollbar, bootstrap, @popperjs/core, vanillajs-datepicker","gulp-terser, gulp-sourcemaps, gulp-rename, gulp-if, gulp-concat, gulp-npm-dist, gulp, gulp-compile-handlebars, gulp-wait, gulp-imagemin, gulp-autoprefixer, yargs, handlebars-layouts, browser-sync, gulp-clean-css, handlebars, gulp-sass, del"
minimal-ui-kit_material-kit-react_package_json_history,17,22,"history, react, @iconify/react, @emotion/styled, react-apexcharts, react-dom, @emotion/react, simplebar-react, react-router-dom, react-helmet-async, apexcharts","prettier, eslint-plugin-react, eslint, eslint-config-airbnb, eslint-plugin-import, eslint-plugin-prettier, eslint-plugin-jsx-a11y, eslint-plugin-react-hooks, eslint-config-prettier"
t4t5_react-native-router_package_json_history,1,0,react-tween-state,
FormidableLabs_nuka-carousel_package_json_history,0,25,,"eslint-plugin-react, eslint"
AshleyLv_vue-quick-menu_package_json_history,5,13,"less-loader, vue","vue-template-compiler, css-loader, webpack-merge, babel-core, babel-loader, shelljs, vue-loader, webpack"
VirtusLab-Open-Source_strapi-plugin-navigation_package_json_history,10,20,"react, react-router, react-dom, lodash, react-router-dom, react-intl",koa
aws-amplify_amplify-js_package_json_history,0,55,,"@types/jest, @types/node, rimraf, json-loader, lerna, ts-jest, typescript, webpack, jest"
arco-design_arco-design-vue_package_json_history,0,22,,"yarn, eslint-plugin-import, eslint-plugin-prettier, @commitlint/cli, eslint-plugin-vue, eslint, stylelint-config-prettier, stylelint-config-rational-order, typescript, prettier, @typescript-eslint/eslint-plugin, @typescript-eslint/parser, lerna, eslint-config-prettier, @commitlint/config-conventional, stylelint, stylelint-order, stylelint-config-standard, lint-staged, eslint-config-airbnb-base, eslint-import-resolver-typescript, husky"
apache_incubator-weex-ui_package_json_history,2,31,url-parse,"vue-template-compiler, weex-loader, eslint, vue, babel-runtime, anywhere, css-loader, babel-preset-es2015, weex-vue-loader, babel-eslint, glob, babel-core, babel-loader, copy-webpack-plugin, webpack, vue-loader, babel-preset-stage-0"
didi_cube-ui_package_json_history,2,89,better-scroll,"vue-template-compiler, highlight.js, cross-env, karma-mocha, css-loader, babel-plugin-istanbul, babel-polyfill, webpack-merge, mocha, vue-router, babel-core, babel-loader, babel-plugin-transform-es2015-modules-umd, vue-markdown-loader, webpack, eslint-plugin-html, opn, webpack-hot-middleware, phantomjs-prebuilt, stylus-loader, file-loader, chalk, eslint, eslint-plugin-promise, karma-phantomjs-launcher, lolex, karma, sinon-chai, eslint-config-standard, mockjs, karma-spec-reporter, karma-coverage, express, karma-phantomjs-shim, copy-webpack-plugin, sinon, vue-loader, connect-history-api-fallback, extract-text-webpack-plugin, html-webpack-plugin, js-cookie, stylus, babel-preset-env, vue, karma-sinon-chai, babel-eslint, autoprefixer, shelljs, friendly-errors-webpack-plugin, webpack-dev-middleware, optimize-css-assets-webpack-plugin, style-loader, vue-style-loader, babel-plugin-add-module-exports, eslint-loader, karma-sourcemap-loader, http-proxy-middleware, chai, url-loader, eslint-friendly-formatter, marked, babel-preset-stage-2, postcss-loader, inject-loader, ora, rimraf, scp2, eslint-plugin-standard, webpack-bundle-analyzer, eventsource-polyfill, karma-webpack, babel-plugin-transform-runtime, babel-register"
styled-components_styled-components_package_json_history,0,1,,
dunky11_react-saas-template_package_json_history,34,3,"aos, react, react-router, react-dropzone, prop-types, classnames, react-dom, react-cropper, react-router-dom, @date-io/date-fns, emoji-mart, js-cookie, recharts",
FrontendMasters_advanced-remix_package_json_history,2,11,,typescript
mgmeyers_obsidian-style-settings_package_json_history,8,11,,"typescript, obsidian, tslib, @types/node"
creativetimofficial_material-kit_package_json_history,0,8,,"gulp-clean, gulp-sourcemaps, gulp-install, gulp-open, gulp, gulp-autoprefixer, gulp-sass"
Keyrxng_Testnet-wallet-drainer_package_json_history,3,0,,
oku-ui_primitives_package_json_history,0,49,,"@vitejs/plugin-vue, vitest, vite, eslint, vue, vite-plugin-dts, jsdom, @vue/test-utils, typescript"
mrk-us_sketchsheets_package_json_history,0,9,,"onchange, stylus, postcss-cli, npm-run-all, ncp, rimraf, pug, autoprefixer, browser-sync"
ngokevin_aframe-react-boilerplate_package_json_history,8,1,babel-polyfill,
red-ninjas_himalaya-ui_package_json_history,16,108,@babel/runtime,"react, eslint-plugin-react-hooks, @testing-library/dom, @rollup/plugin-replace, dts-bundle-generator, express, extract-mdx-metadata, typescript, eslint-plugin-markdown, @types/jest, eslint-config-prettier, jest-environment-jsdom, node-sass, rehype-join-line, npm-run-all, @types/node, @babel/preset-typescript, tslint-to-eslint-config, @mdx-js/loader, babel-plugin-tsconfig-paths-module-resolver, cross-env, @types/mocha, eslint, typescript-transform-paths, react-dom, lodash, @babel/plugin-transform-class-properties, @rollup/plugin-terser, tslint, @vercel/analytics, @typescript-eslint/eslint-plugin, eslint-config-next, @types/react-color, fs-extra, @babel/core, @types/lodash, eslint-plugin-mdx, ts-transformer-properties-rename, @types/mdx, reflect-metadata, @babel/preset-env, @next/bundle-analyzer, sass, @next/mdx, @rollup/plugin-babel, @babel/cli, next, prism-react-renderer, remark-mdx, eslint-plugin-prefer-arrow, ts-transformer-strip-const-enums, @types/glob, tslib, eslint-config-ts-lambdas, prettier, rollup-plugin-local-resolve, @babel/plugin-transform-block-scoping, @next/eslint-plugin-next, @svgr/cli, @use-gesture/react, react-live, @babel/preset-react, @testing-library/jest-dom, husky, react-color, eslint-plugin-import, mocha, eslint-plugin-unicorn, pngjs, @rollup/plugin-commonjs, @babel/plugin-transform-runtime, ts-node, rollup, @mapbox/rehype-prism, ts-jest, eslint-plugin-tsdoc, ttsc, @rollup/plugin-node-resolve, babel-jest, @styled-jsx/plugin-sass, eslint-plugin-react, @types/pngjs, @typescript-eslint/parser, remark-gfm, babel-plugin-transform-rename-import, @types/react-dom, @testing-library/user-event, @types/react, jest"
sergeyshpadyrev_react-native-easy-router_package_json_history,2,0,,
BranchMetrics_react-native-branch-deep-linking-attribution_package_json_history,0,10,,
HaikuTeam_animator_package_json_history,15,34,,"fs-extra, async"
SAP_btp-solution-diagrams_package_json_history,0,0,,
erikras_redux-form-material-ui_package_json_history,0,36,,"babel-cli, react, lodash.noop, cross-env, expect, mocha, babel-core, babel-loader, webpack, react-tap-event-plugin, eslint, react-dom, eslint-plugin-react, babel-preset-react, babel-eslint, material-ui, mocha-lcov-reporter, codecov.io, expect-jsx, babel-preset-stage-2, isparta, rimraf, babel-register"
openfext_vue-admin-next_package_json_history,16,22,"vuex-router-sync, copy-text-to-clipboard, vue, consola, vuex, element-ui, lodash, nprogress, vue-router, @vue/composition-api, core-js, vee-validate, @fext/vue-use, json2csv, axios","vue-template-compiler, @vue/cli-plugin-router, cross-env, eslint-plugin-prettier, @commitlint/cli, @vue/eslint-config-standard, eslint-plugin-vue, eslint, @vue/cli-plugin-vuex, prettier, @vue/cli-plugin-babel, babel-eslint, @vue/cli-plugin-eslint, @vue/cli-service, eslint-config-prettier, @commitlint/config-conventional, @vue/cli-plugin-unit-jest, sass, lint-staged, @vue/test-utils, sass-loader, husky"
zwave-js_zwave-js-ui_package_json_history,53,61,"vue, morgan, mqtt, vuetify, cookie-parser, cors, vue-router, express, jsonfile, axios","vue-template-compiler, semver, rimraf"
ardaogulcan_react-native-keyboard-accessory_package_json_history,0,1,,
iview_iview_package_json_history,8,61,,"html-loader, vue-hot-reload-api, less, css-loader, vue-router, babel-core, babel-loader, webpack, less-loader, file-loader, eslint, gulp-rename, gulp, vue-loader, babel-runtime, vue-html-loader, style-loader, vue-style-loader, url-loader, autoprefixer-loader, babel-plugin-transform-runtime, gulp-less"
arunbandari_mongo-gui_package_json_history,10,0,"mongodb, body-parser, express",
premieroctet_openchakra_package_json_history,37,24,"react, react-dom",
pengxiaotian_datav-vue_package_json_history,26,37,"shortid, vue, echarts, html2canvas, accounting, element-plus, monaco-editor, vue-router, dayjs, axios","cross-env, eslint-plugin-import, @vue/compiler-sfc, @commitlint/cli, eslint-plugin-vue, eslint, stylelint-config-prettier, typescript, @typescript-eslint/eslint-plugin, @typescript-eslint/parser, @vue/component-compiler-utils, @commitlint/config-conventional, @babel/core, stylelint, stylelint-config-standard, @babel/preset-env, rimraf, sass, @babel/preset-typescript, lint-staged, husky"
graphql_dataloader_package_json_history,0,14,,"flow-bin, eslint, babel-eslint, sane"
ikun-svelte_ikun-ui_package_json_history,75,39,,"prettier, vite, vitest, @sveltejs/package, @typescript-eslint/eslint-plugin, eslint, @typescript-eslint/parser, svelte-check, prettier-plugin-svelte, typescript, @sveltejs/kit, @sveltejs/adapter-auto, eslint-plugin-svelte, tslib, svelte, eslint-config-prettier, publint"
nuxt_modules_package_json_history,0,12,,"hasha, globby, defu, typescript, js-yaml"
hggeorgiev_CentroUI_package_json_history,6,7,"react, react-native, react-vr, three, ovrui, react-vr-web","babel-jest, react-test-renderer, xopen, react-devtools, babel-preset-react-native, jest"
radix-ui_primitives_package_json_history,2,48,,"prettier, @testing-library/jest-dom, @types/jest, jest-watch-typeahead, pretty-quick, ts-jest, typescript, @types/react, husky, jest"
jeneser_vue-scroll-behavior_package_json_history,0,44,,
chakra-ui_zag_package_json_history,43,0,,
Scrivito_scrivito_example_app_js_package_json_history,66,0,,
hauptrolle_chakra-templates_package_json_history,18,24,"framer-motion, react, @emotion/styled, @chakra-ui/react, react-dom, next, @emotion/react","prettier, typescript, @types/node, @testing-library/react, @testing-library/jest-dom, @types/react, husky, jest"
SAP_ui5-webcomponents-react_package_json_history,16,51,,"dedent, @types/react-dom, rimraf, lerna, lint-staged, typescript, @types/react, @babel/core, husky"
EttaWallet_EttaWallet_package_json_history,75,36,,"@typescript-eslint/eslint-plugin, eslint, @typescript-eslint/parser, @types/react, typescript, @types/react-native, @babel/core"
solidjs-community_solid-aria_package_json_history,0,45,,"sort-package-json, eslint-plugin-prettier, eslint-plugin-import, eslint-plugin-solid, solid-testing-library, @commitlint/cli, solid-js, @commitlint/cz-commitlint, vite, eslint, eslint-plugin-jsx-a11y, typescript, turbo, prettier, eslint-config-prettier, @commitlint/config-conventional, vite-plugin-solid, commitizen, @changesets/cli, lint-staged, eslint-import-resolver-typescript, eslint-plugin-simple-import-sort, husky"
antares-sql_antares_package_json_history,57,36,source-map-support,"eslint-plugin-vue, eslint, eslint-plugin-promise, eslint-plugin-import, eslint-config-standard, eslint-plugin-node"
arco-design_arco-design-mobile_package_json_history,12,87,"react, lodash.throttle, @arco-design/transformable, es6-promise, react-dom, react-router-dom, lodash.debounce, axios, react-transition-group","html-loader, gulp-babel, cross-env, eslint-plugin-react-hooks, eslint-config-airbnb, css-loader, eslint-plugin-prettier, less, webpack-merge, eslint-plugin-babel, eslint-plugin-import, @types/lodash.throttle, tslib, @rollup/plugin-typescript, mini-css-extract-plugin, @rollup/plugin-replace, babel-loader, @rollup/plugin-commonjs, webpack, less-loader, @commitlint/cli, vconsole-webpack-plugin, @babel/plugin-transform-runtime, @types/react-router-dom, postcss-url, @types/react-transition-group, webpack-cli, @types/marked, eslint, gulp, @babel/plugin-proposal-class-properties, eslint-plugin-jsx-a11y, @rollup/plugin-alias, rollup, schema-utils, typescript, @babel/eslint-plugin, gulp-replace, html-webpack-plugin, @types/lodash.debounce, prettier, less-plugin-npm-import, @rollup/plugin-node-resolve, babel-jest, @typescript-eslint/eslint-plugin, eslint-plugin-react, @typescript-eslint/parser, hasha, lerna, autoprefixer, eslint-config-prettier, @commitlint/config-conventional, @babel/core, gulp-typescript, webpack-dev-server, @types/react-dom, postcss-loader, marked, @babel/preset-env, rollup-plugin-postcss, @babel/preset-typescript, postcss, @rollup/plugin-babel, ts-loader, @babel/preset-react, lint-staged, @types/react, gulp-postcss, gulp-less, husky, jest"
robbins23_daisyui-admin-dashboard-template_package_json_history,20,5,"react-notifications, react, chart.js, @reduxjs/toolkit, react-dom, @testing-library/user-event, react-chartjs-2, @testing-library/react, theme-change, @heroicons/react, web-vitals, react-router-dom, @testing-library/jest-dom, react-redux, axios, react-scripts","tailwindcss, postcss, @tailwindcss/typography, autoprefixer"
TheComputerM_svelte-materialify_package_json_history,2,16,,
mertJF_tailblocks_package_json_history,9,1,"react, react-dom, @testing-library/user-event, react-frame-component, @testing-library/react, html2jade, react-syntax-highlighter, @testing-library/jest-dom, react-scripts",gh-pages
parksben_markdown-navbar_package_json_history,4,11,"prop-types, react","conventional-changelog-cli, postcss-cli, autoprefixer, rimraf"
louh_lcars_package_json_history,6,8,vue,
DevCloudFE_vue-devui_package_json_history,0,18,,
lobehub_sd-webui-lobe-theme_package_json_history,32,30,,prettier
wikimedia_WikimediaUI-Style-Guide_package_json_history,3,22,,"grunt-stylelint, pixrem, stylelint-config-wikimedia, postcss-import, postcss, grunt-contrib-watch, postcss-cssnext, grunt, grunt-exec, postcss-custom-properties"
gorhom_react-native-paper-onboarding_package_json_history,3,21,,"prettier, react, react-native, auto-changelog, eslint, @react-native-community/eslint-config, eslint-plugin-prettier, eslint-config-prettier, @types/react-native, release-it, @release-it/conventional-changelog, typescript, @types/react, @commitlint/config-conventional, @commitlint/cli, husky"
Zerx0r_Kage_package_json_history,13,45,"msgpack5, vuex-electron, vue, vuex, element-ui, bluebird, @fortawesome/free-solid-svg-icons, vue-progressbar, vue-router, @fortawesome/vue-fontawesome, @fortawesome/fontawesome-svg-core, vue-electron, axios","vue-template-compiler, ajv, cross-env, css-loader, eslint-plugin-import, webpack-merge, babel-core, babel-loader, mini-css-extract-plugin, node-loader, webpack, eslint-plugin-html, webpack-hot-middleware, file-loader, webpack-cli, chalk, electron-debug, eslint, eslint-plugin-promise, cfonts, electron-devtools-installer, eslint-config-standard, copy-webpack-plugin, vue-loader, html-webpack-plugin, del, babel-preset-env, vue-html-loader, babel-eslint, style-loader, vue-style-loader, babel-preset-stage-0, eslint-loader, electron, webpack-dev-server, url-loader, electron-builder, eslint-friendly-formatter, eslint-plugin-standard, eslint-plugin-node, devtron, babel-plugin-transform-runtime, babel-register"
openware_baseapp_package_json_history,60,54,"history, moment, react, react-google-recaptcha, react-router, react-date-picker, js-yaml, react-dom, redux, moment-timezone, bitcoincashjs, react-router-dom, redux-saga, react-redux, axios","enzyme-adapter-react-16, classnames, postcss-autoreset, postcss-import, @types/jquery, axios-mock-adapter, @types/react-router, @types/classnames, @types/enzyme-adapter-react-16, cssnano, ramda, @types/react-test-renderer, @types/react-router-dom, file-loader, react-test-renderer, chalk, @types/webpack-env, ts-node, @openware/coding-standards, enzyme-to-json, ts-jest, typescript, @types/axios, babel-jest, @types/jest, @types/react-redux, autoprefixer, react-hot-loader, @types/history, redux-mock-store, enzyme, postcss-nested, npm-run-all, @types/react-dom, @types/node, @types/enzyme, rimraf, @types/react-hot-loader, @types/react, husky, jest"
